CP015498.1	CP015498.1_RagTag	98.768	9493	109	5	2064126	2073612	1691682	1701172	0.0	16875
CP015498.1	CP015498.1_RagTag	99.727	9156	24	1	1394889	1404043	1159364	1168519	0.0	16768
CP015498.1	CP015498.1_RagTag	99.608	9192	19	5	1259965	1269154	1045423	1054599	0.0	16759
CP015498.1	CP015498.1_RagTag	99.922	9020	7	0	1272739	1281758	1054975	1063994	0.0	16619
CP015498.1	CP015498.1_RagTag	99.511	8993	42	1	57306	66296	40044	49036	0.0	16362
CP015498.1	CP015498.1_RagTag	99.561	8662	34	4	555519	564177	456956	465616	0.0	15782
CP015498.1	CP015498.1_RagTag	99.651	8584	28	2	446352	454934	364811	373393	0.0	15684
CP015498.1	CP015498.1_RagTag	99.073	8741	59	12	1081315	1090039	909795	918529	0.0	15673
CP015498.1	CP015498.1_RagTag	99.625	8539	30	2	1774639	1783177	1481705	1490241	0.0	15590
CP015498.1	CP015498.1_RagTag	99.626	8299	18	5	857781	866067	693039	701336	0.0	15141
CP015498.1	CP015498.1_RagTag	99.625	8261	31	0	1250569	1258829	1037062	1045322	0.0	15084
CP015498.1	CP015498.1_RagTag	99.900	7992	7	1	398436	406426	321987	329978	0.0	14713
CP015498.1	CP015498.1_RagTag	99.747	7912	18	2	576713	584623	473389	481299	0.0	14499
CP015498.1	CP015498.1_RagTag	99.152	8018	26	9	1031434	1039444	861250	869232	0.0	14392
CP015498.1	CP015498.1_RagTag	99.707	7504	22	0	547989	555492	449208	456711	0.0	13736
CP015498.1	CP015498.1_RagTag	99.573	7491	25	4	701805	709289	575020	582509	0.0	13649
CP015498.1	CP015498.1_RagTag	99.559	7476	31	1	1975549	1983024	1609413	1616886	0.0	13622
CP015498.1	CP015498.1_RagTag	99.649	7408	25	1	205112	212518	167962	175369	0.0	13535
CP015498.1	CP015498.1_RagTag	99.756	7379	4	4	1303173	1310550	1080701	1088066	0.0	13514
CP015498.1	CP015498.1_RagTag	99.329	7305	49	0	1805422	1812726	1510122	1517426	0.0	13219
CP015498.1	CP015498.1_RagTag	99.776	7148	6	2	467096	474242	379818	386956	0.0	13103
CP015498.1	CP015498.1_RagTag	97.316	7413	184	6	1711529	1718935	1428929	1436332	0.0	12573
CP015498.1	CP015498.1_RagTag	99.386	6677	29	3	1231279	1237945	1019661	1026335	0.0	12092
CP015498.1	CP015498.1_RagTag	99.462	6507	33	2	711550	718054	584023	590529	0.0	11821
CP015498.1	CP015498.1_RagTag	99.641	6405	23	0	807480	813884	646197	652601	0.0	11701
CP015498.1	CP015498.1_RagTag	99.889	6328	7	0	2093605	2099932	1733217	1739544	0.0	11647
CP015498.1	CP015498.1_RagTag	99.408	6414	29	5	1572472	1578882	1313249	1319656	0.0	11625
CP015498.1	CP015498.1_RagTag	99.332	6283	26	2	801219	807485	639611	645893	0.0	11356
CP015498.1	CP015498.1_RagTag	98.223	6473	68	3	373695	380129	300320	306783	0.0	11273
CP015498.1	CP015498.1_RagTag	98.874	6308	70	1	364823	371130	293602	299908	0.0	11254
CP015498.1	CP015498.1_RagTag	99.477	6116	26	4	1448485	1454596	1203365	1209478	0.0	11112
CP015498.1	CP015498.1_RagTag	99.501	6016	18	5	100880	106884	75681	81695	0.0	10933
CP015498.1	CP015498.1_RagTag	99.930	5734	4	0	481043	486776	388992	394725	0.0	10567
CP015498.1	CP015498.1_RagTag	95.494	6658	201	52	1747627	1754225	1459431	1466048	0.0	10541
CP015498.1	CP015498.1_RagTag	98.899	5904	51	3	1091405	1097308	918516	924405	0.0	10530
CP015498.1	CP015498.1_RagTag	99.756	5726	10	4	1288009	1293731	1067991	1073715	0.0	10493
CP015498.1	CP015498.1_RagTag	93.456	7075	433	22	1876069	1883128	1547826	1554885	0.0	10473
CP015498.1	CP015498.1_RagTag	99.805	5652	11	0	568245	573896	467200	472851	0.0	10377
CP015498.1	CP015498.1_RagTag	99.630	5673	20	1	2132415	2138087	1769971	1775642	0.0	10358
CP015498.1	CP015498.1_RagTag	99.857	5608	5	2	1012765	1018370	846285	851891	0.0	10309
CP015498.1	CP015498.1_RagTag	99.803	5573	11	0	2161397	2166969	1794780	1800352	0.0	10231
CP015498.1	CP015498.1_RagTag	99.728	5513	14	1	816656	822168	653363	658874	0.0	10096
CP015498.1	CP015498.1_RagTag	99.547	5524	14	3	673794	679307	551399	556921	0.0	10052
CP015498.1	CP015498.1_RagTag	99.726	5484	14	1	1411625	1417107	1177129	1182612	0.0	10043
CP015498.1	CP015498.1_RagTag	99.796	5395	9	2	1141022	1146415	955551	960944	0.0	9901
CP015498.1	CP015498.1_RagTag	99.374	5427	31	2	1475268	1480694	1227806	1233229	0.0	9830
CP015498.1	CP015498.1_RagTag	99.751	5215	10	2	273038	278249	220357	225571	0.0	9555
CP015498.1	CP015498.1_RagTag	99.263	5292	36	3	1827891	1833181	1531877	1537166	0.0	9553
CP015498.1	CP015498.1_RagTag	99.308	5206	34	1	1113682	1118885	936475	941680	0.0	9413
CP015498.1	CP015498.1_RagTag	99.727	5131	13	1	2013337	2018467	1632042	1637171	0.0	9396
CP015498.1	CP015498.1_RagTag	99.361	5167	26	4	1125562	1130723	945521	950685	0.0	9352
CP015498.1	CP015498.1_RagTag	99.548	5085	2	1	983908	988971	815354	820438	0.0	9243
CP015498.1	CP015498.1_RagTag	99.960	4959	2	0	486767	491725	394969	399927	0.0	9147
CP015498.1	CP015498.1_RagTag	98.816	5153	26	3	2045330	2050481	1673934	1679052	0.0	9145
CP015498.1	CP015498.1_RagTag	99.422	5014	26	2	1930558	1935570	1565538	1570549	0.0	9095
CP015498.1	CP015498.1_RagTag	99.836	4883	6	2	1558504	1563385	1300638	1305519	0.0	8972
CP015498.1	CP015498.1_RagTag	98.138	5157	36	8	1020717	1025828	853223	858364	0.0	8937
CP015498.1	CP015498.1_RagTag	99.290	4933	33	2	1818091	1823023	1522468	1527398	0.0	8914
CP015498.1	CP015498.1_RagTag	99.454	4764	20	3	1131818	1136580	950786	955544	0.0	8648
CP015498.1	CP015498.1_RagTag	99.957	4686	1	1	1293704	1298389	1073946	1078630	0.0	8641
CP015498.1	CP015498.1_RagTag	97.993	4983	84	8	1064522	1069502	885852	890820	0.0	8634
CP015498.1	CP015498.1_RagTag	99.303	4733	29	4	1152605	1157337	960937	965665	0.0	8554
CP015498.1	CP015498.1_RagTag	98.822	4669	45	4	1040684	1045351	869408	874067	0.0	8309
CP015498.1	CP015498.1_RagTag	99.424	4510	26	0	1922075	1926584	1559373	1563882	0.0	8185
CP015498.1	CP015498.1_RagTag	99.091	4511	30	2	1937014	1941523	1570547	1575047	0.0	8093
CP015498.1	CP015498.1_RagTag	99.702	4366	10	3	2083432	2087797	1725102	1729464	0.0	7987
CP015498.1	CP015498.1_RagTag	99.791	4306	6	3	1654735	1659038	1372554	1376858	0.0	7899
CP015498.1	CP015498.1_RagTag	99.743	4274	11	0	2022680	2026953	1651922	1656195	0.0	7832
CP015498.1	CP015498.1_RagTag	99.953	4238	2	0	461492	465729	375594	379831	0.0	7816
CP015498.1	CP015498.1_RagTag	99.258	4312	31	1	1591914	1596225	1324419	1328729	0.0	7784
CP015498.1	CP015498.1_RagTag	99.436	4254	19	5	1638284	1642536	1361033	1365282	0.0	7718
CP015498.1	CP015498.1_RagTag	99.574	4223	14	4	421007	425226	341972	346193	0.0	7696
CP015498.1	CP015498.1_RagTag	98.770	4226	52	0	774059	778284	618264	622489	0.0	7516
CP015498.1	CP015498.1_RagTag	99.297	4127	18	4	1471092	1475210	1223688	1227811	0.0	7450
CP015498.1	CP015498.1_RagTag	99.703	4045	8	4	536819	540862	440197	444238	0.0	7400
CP015498.1	CP015498.1_RagTag	99.286	4060	26	3	1813914	1817972	1518083	1522140	0.0	7334
CP015498.1	CP015498.1_RagTag	99.748	3961	8	2	1563369	1567328	1305760	1309719	0.0	7258
CP015498.1	CP015498.1_RagTag	99.286	3920	25	2	2122988	2126907	1762493	1766409	0.0	7081
CP015498.1	CP015498.1_RagTag	99.558	3845	0	3	1316941	1320769	1091671	1095514	0.0	6990
CP015498.1	CP015498.1_RagTag	99.431	3691	12	2	1984016	1987698	1617564	1621253	0.0	6691
CP015498.1	CP015498.1_RagTag	99.835	3638	6	0	1405131	1408768	1168620	1172257	0.0	6685
CP015498.1	CP015498.1_RagTag	99.113	3719	28	5	1688932	1692648	1407784	1411499	0.0	6680
CP015498.1	CP015498.1_RagTag	99.078	3686	16	5	1118854	1122535	941681	945352	0.0	6602
CP015498.1	CP015498.1_RagTag	99.201	3631	27	2	52773	56403	36435	40063	0.0	6543
CP015498.1	CP015498.1_RagTag	99.409	3556	13	8	733017	736566	603024	606577	0.0	6444
CP015498.1	CP015498.1_RagTag	99.713	3490	8	2	1161582	1165069	968639	972128	0.0	6388
CP015498.1	CP015498.1_RagTag	99.246	3447	14	4	1647964	1651404	1368796	1372236	0.0	6211
CP015498.1	CP015498.1_RagTag	99.820	3331	5	1	1311928	1315258	1088241	1091570	0.0	6117
CP015498.1	CP015498.1_RagTag	99.871	3093	3	1	913897	916989	748947	752038	0.0	5688
CP015498.1	CP015498.1_RagTag	98.634	3147	20	5	281932	285072	226770	229899	0.0	5552
CP015498.1	CP015498.1_RagTag	92.594	3902	179	56	199176	203034	162480	166314	0.0	5504
CP015498.1	CP015498.1_RagTag	99.763	2951	7	0	2127204	2130154	1767030	1769980	0.0	5411
CP015498.1	CP015498.1_RagTag	99.897	2926	3	0	1569542	1572467	1310094	1313019	0.0	5387
CP015498.1	CP015498.1_RagTag	99.069	2899	25	2	1989067	1991963	1621243	1624141	0.0	5203
CP015498.1	CP015498.1_RagTag	99.405	2855	15	2	1408761	1411614	1172313	1175166	0.0	5177
CP015498.1	CP015498.1_RagTag	99.572	2805	7	2	2078935	2081739	1712316	1715115	0.0	5108
CP015498.1	CP015498.1_RagTag	99.397	2817	16	1	1158699	1161515	965649	968464	0.0	5107
CP015498.1	CP015498.1_RagTag	99.669	2716	8	1	1418480	1421194	1182605	1185320	0.0	4964
CP015498.1	CP015498.1_RagTag	97.327	2881	76	1	791582	794461	634066	636946	0.0	4892
CP015498.1	CP015498.1_RagTag	97.066	2897	56	16	748444	751320	614112	616999	0.0	4852
CP015498.1	CP015498.1_RagTag	99.735	2637	4	2	2168239	2170872	1800453	1803089	0.0	4828
CP015498.1	CP015498.1_RagTag	99.961	2565	1	0	544052	546616	446651	449215	0.0	4732
CP015498.1	CP015498.1_RagTag	99.918	2436	2	0	1506623	1509058	1257104	1259539	0.0	4488
CP015498.1	CP015498.1_RagTag	99.468	2445	11	2	213978	216422	175360	177802	0.0	4442
CP015498.1	CP015498.1_RagTag	100.000	2398	0	0	1281717	1284114	1063995	1066392	0.0	4429
CP015498.1	CP015498.1_RagTag	99.141	2445	20	1	1742976	1745419	1455885	1458329	0.0	4397
CP015498.1	CP015498.1_RagTag	99.872	2345	2	1	1681712	1684056	1398726	1401069	0.0	4313
CP015498.1	CP015498.1_RagTag	97.784	2482	11	10	238611	241070	190647	193106	0.0	4239
CP015498.1	CP015498.1_RagTag	98.254	2406	30	10	744233	746630	610391	612792	0.0	4200
CP015498.1	CP015498.1_RagTag	99.912	2279	2	0	1504320	1506598	1254579	1256857	0.0	4198
CP015498.1	CP015498.1_RagTag	99.912	2274	2	0	32297	34570	25549	27822	0.0	4189
CP015498.1	CP015498.1_RagTag	97.552	2451	33	1	1108898	1111348	934054	936477	0.0	4169
CP015498.1	CP015498.1_RagTag	99.558	2260	9	1	2006710	2008969	1628174	1630432	0.0	4117
CP015498.1	CP015498.1_RagTag	98.614	2308	8	7	533736	536033	437909	440202	0.0	4063
CP015498.1	CP015498.1_RagTag	99.818	2192	4	0	286305	288496	230000	232191	0.0	4026
CP015498.1	CP015498.1_RagTag	99.861	2166	1	2	1608143	1610307	1340020	1342184	0.0	3982
CP015498.1	CP015498.1_RagTag	99.441	2146	10	2	196270	198413	158865	161010	0.0	3895
CP015498.1	CP015498.1_RagTag	99.624	2127	5	3	1660071	1662195	1378394	1380519	0.0	3880
CP015498.1	CP015498.1_RagTag	99.857	2097	3	0	918361	920457	752031	754127	0.0	3856
CP015498.1	CP015498.1_RagTag	99.903	2061	1	1	542000	544059	444339	446399	0.0	3794
CP015498.1	CP015498.1_RagTag	98.866	2116	13	2	456400	458515	373389	375493	0.0	3764
CP015498.1	CP015498.1_RagTag	99.313	2038	14	0	2027021	2029058	1657130	1659167	0.0	3687
CP015498.1	CP015498.1_RagTag	99.950	1990	1	0	425223	427212	346418	348407	0.0	3670
CP015498.1	CP015498.1_RagTag	99.601	2005	8	0	1737293	1739297	1451155	1453159	0.0	3659
CP015498.1	CP015498.1_RagTag	98.717	2026	11	3	1029360	1031372	859232	861255	0.0	3583
CP015498.1	CP015498.1_RagTag	99.066	1927	17	1	1913422	1915347	1370724	1368798	0.0	3458
CP015498.1	CP015498.1_RagTag	100.000	1870	0	0	1299617	1301486	1078731	1080600	0.0	3454
CP015498.1	CP015498.1_RagTag	98.088	1987	10	1	49336	51322	34475	36433	0.0	3434
CP015498.1	CP015498.1_RagTag	90.031	2578	251	5	798168	800742	637006	639580	0.0	3332
CP015498.1	CP015498.1_RagTag	99.035	1865	3	3	12987	14849	11270	13121	0.0	3330
CP015498.1	CP015498.1_RagTag	97.830	1889	19	5	1502518	1504396	1252602	1254478	0.0	3241
CP015498.1	CP015498.1_RagTag	98.823	1784	15	5	2090795	2092576	1731100	1732879	0.0	3173
CP015498.1	CP015498.1_RagTag	99.941	1696	1	0	2101608	2103303	1740212	1741907	0.0	3127
CP015498.1	CP015498.1_RagTag	99.415	1708	10	0	1643907	1645614	1365275	1366982	0.0	3099
CP015498.1	CP015498.1_RagTag	99.407	1685	8	2	1802140	1803823	1508447	1510130	0.0	3055
CP015498.1	CP015498.1_RagTag	99.816	1633	1	1	2139456	2141088	1775631	1777261	0.0	2998
CP015498.1	CP015498.1_RagTag	99.814	1615	2	1	113412	115026	84376	85989	0.0	2964
CP015498.1	CP015498.1_RagTag	99.446	1626	9	0	2010341	2011966	1630424	1632049	0.0	2953
CP015498.1	CP015498.1_RagTag	93.762	2004	30	27	990340	992335	823480	825396	0.0	2920
CP015498.1	CP015498.1_RagTag	99.935	1540	0	1	528950	530489	433251	431713	0.0	2837
CP015498.1	CP015498.1_RagTag	99.545	1539	4	2	99328	100864	74185	75722	0.0	2800
CP015498.1	CP015498.1_RagTag	99.411	1529	9	0	243474	245002	194044	195572	0.0	2774
CP015498.1	CP015498.1_RagTag	99.867	1502	1	1	295209	296709	235152	236653	0.0	2761
CP015498.1	CP015498.1_RagTag	99.275	1517	5	2	1635612	1637127	1359421	1360932	0.0	2736
CP015498.1	CP015498.1_RagTag	98.391	1554	15	5	2089112	2090663	1729565	1731110	0.0	2723
CP015498.1	CP015498.1_RagTag	98.727	1492	15	1	330819	332310	545618	544131	0.0	2647
CP015498.1	CP015498.1_RagTag	97.539	1544	21	1	2055633	2057176	1702695	1701169	0.0	2625
CP015498.1	CP015498.1_RagTag	99.928	1395	1	0	585993	587387	481289	482683	0.0	2571
CP015498.1	CP015498.1_RagTag	99.928	1393	1	0	110421	111813	82992	84384	0.0	2567
CP015498.1	CP015498.1_RagTag	99.010	1414	13	1	769517	770930	616859	618271	0.0	2532
CP015498.1	CP015498.1_RagTag	97.611	1465	22	2	1927825	1929286	1563983	1565437	0.0	2499
CP015498.1	CP015498.1_RagTag	99.491	1374	4	2	1179765	1181138	975175	976545	0.0	2495
CP015498.1	CP015498.1_RagTag	94.844	1571	78	3	1684053	1685621	890816	892385	0.0	2449
CP015498.1	CP015498.1_RagTag	94.891	1566	78	2	245001	246565	890821	892385	0.0	2447
CP015498.1	CP015498.1_RagTag	98.548	1377	16	3	1824983	1826356	1529221	1530596	0.0	2429
CP015498.1	CP015498.1_RagTag	99.623	1328	5	0	1972686	1974013	1607985	1609312	0.0	2425
CP015498.1	CP015498.1_RagTag	100.000	1312	0	0	1147787	1149098	1745683	1746994	0.0	2423
CP015498.1	CP015498.1_RagTag	97.612	1424	12	2	1685655	1687056	1401061	1402484	0.0	2422
CP015498.1	CP015498.1_RagTag	99.694	1308	4	0	107742	109049	81693	83000	0.0	2394
CP015498.1	CP015498.1_RagTag	94.317	1566	75	3	2062902	2064454	892385	890821	0.0	2386
CP015498.1	CP015498.1_RagTag	94.125	1566	90	2	427235	428799	890821	892385	0.0	2381
CP015498.1	CP015498.1_RagTag	94.125	1566	90	2	982310	983874	890821	892385	0.0	2381
CP015498.1	CP015498.1_RagTag	94.125	1566	90	2	1421194	1422758	890821	892385	0.0	2381
CP015498.1	CP015498.1_RagTag	94.125	1566	90	2	1803824	1805388	890821	892385	0.0	2381
CP015498.1	CP015498.1_RagTag	94.125	1566	90	2	111847	113411	892385	890821	0.0	2381
CP015498.1	CP015498.1_RagTag	99.845	1294	2	0	1445824	1447117	1202083	1203376	0.0	2379
CP015498.1	CP015498.1_RagTag	99.093	1323	11	1	1823119	1824440	1527902	1529224	0.0	2375
CP015498.1	CP015498.1_RagTag	98.506	1339	19	1	1019226	1020563	851887	853225	0.0	2361
CP015498.1	CP015498.1_RagTag	99.235	1308	9	1	1069495	1070801	892713	894020	0.0	2359
CP015498.1	CP015498.1_RagTag	93.810	1567	86	3	710531	712087	890820	892385	0.0	2346
CP015498.1	CP015498.1_RagTag	96.151	1455	21	8	1501161	1502581	1803190	1804643	0.0	2344
CP015498.1	CP015498.1_RagTag	94.821	1506	63	4	1836328	1837818	892385	890880	0.0	2335
CP015498.1	CP015498.1_RagTag	97.118	1388	27	1	1522927	1524314	22693	21319	0.0	2329
CP015498.1	CP015498.1_RagTag	99.301	1288	9	0	1712819	1714106	1505377	1506664	0.0	2329
CP015498.1	CP015498.1_RagTag	99.225	1290	10	0	1929210	1930499	1505375	1506664	0.0	2327
CP015498.1	CP015498.1_RagTag	99.222	1286	10	0	1735972	1737257	1505379	1506664	0.0	2320
CP015498.1	CP015498.1_RagTag	95.358	1465	53	6	731555	733017	1679962	1678511	0.0	2314
CP015498.1	CP015498.1_RagTag	99.067	1286	11	1	1310449	1311733	1505379	1506664	0.0	2307
CP015498.1	CP015498.1_RagTag	99.920	1251	1	0	741158	742408	609117	610367	0.0	2305
CP015498.1	CP015498.1_RagTag	94.755	1468	76	1	2028982	2030448	293608	292141	0.0	2283
CP015498.1	CP015498.1_RagTag	94.874	1463	59	8	731555	733016	22693	21246	0.0	2272
CP015498.1	CP015498.1_RagTag	98.523	1286	19	0	1935569	1936854	1505379	1506664	0.0	2270
CP015498.1	CP015498.1_RagTag	94.584	1477	59	8	288411	289880	1678501	1679963	0.0	2265
CP015498.1	CP015498.1_RagTag	94.262	1464	81	3	698969	700430	1699201	1697739	0.0	2235
CP015498.1	CP015498.1_RagTag	98.802	1252	14	1	2077691	2078942	1710740	1711990	0.0	2228
CP015498.1	CP015498.1_RagTag	94.254	1462	70	2	2070180	2071641	22693	21246	0.0	2222
CP015498.1	CP015498.1_RagTag	93.796	1483	75	8	1651334	1652814	1679962	1678495	0.0	2213
CP015498.1	CP015498.1_RagTag	96.157	1353	47	5	942959	944308	776174	777524	0.0	2206
CP015498.1	CP015498.1_RagTag	93.993	1465	73	3	2070180	2071642	1679962	1678511	0.0	2204
CP015498.1	CP015498.1_RagTag	93.993	1465	71	5	140199	141661	21245	22694	0.0	2202
CP015498.1	CP015498.1_RagTag	93.217	1489	96	4	203033	204518	1169102	1170588	0.0	2185
CP015498.1	CP015498.1_RagTag	98.778	1227	14	1	233122	234348	189371	190596	0.0	2182
CP015498.1	CP015498.1_RagTag	95.180	1390	52	3	1522927	1524314	1679962	1678586	0.0	2182
CP015498.1	CP015498.1_RagTag	91.868	1574	106	4	1646508	1648062	890815	892385	0.0	2178
CP015498.1	CP015498.1_RagTag	99.747	1188	2	1	672584	673770	549969	551156	0.0	2176
CP015498.1	CP015498.1_RagTag	93.652	1465	78	3	28210	29672	1678512	1679963	0.0	2176
CP015498.1	CP015498.1_RagTag	93.559	1475	70	6	1249182	1250645	1678502	1679962	0.0	2174
CP015498.1	CP015498.1_RagTag	93.592	1467	74	8	140200	141661	1678512	1679963	0.0	2170
CP015498.1	CP015498.1_RagTag	99.252	1203	5	4	920362	921563	49629	48430	0.0	2169
CP015498.1	CP015498.1_RagTag	93.460	1468	79	9	866067	867532	21245	22697	0.0	2163
CP015498.1	CP015498.1_RagTag	93.511	1464	77	8	288422	289882	21248	22696	0.0	2161
CP015498.1	CP015498.1_RagTag	93.216	1474	90	10	698962	700430	292137	293605	0.0	2159
CP015498.1	CP015498.1_RagTag	98.762	1212	13	2	1867632	1868842	49631	48421	0.0	2154
CP015498.1	CP015498.1_RagTag	93.301	1463	82	8	1651334	1652795	22693	21246	0.0	2145
CP015498.1	CP015498.1_RagTag	98.758	1208	12	3	1800416	1801621	1507169	1508375	0.0	2145
CP015498.1	CP015498.1_RagTag	93.165	1463	96	4	1320893	1322352	1699201	1697740	0.0	2145
CP015498.1	CP015498.1_RagTag	98.998	1198	7	2	718039	719236	590588	591780	0.0	2141
CP015498.1	CP015498.1_RagTag	99.242	1188	6	3	920362	921549	1537548	1538732	0.0	2141
CP015498.1	CP015498.1_RagTag	92.940	1473	101	3	419623	421093	1699201	1697730	0.0	2141
CP015498.1	CP015498.1_RagTag	93.169	1464	84	7	866068	867528	1678512	1679962	0.0	2135
CP015498.1	CP015498.1_RagTag	98.512	1210	13	5	1867613	1868820	1537526	1538732	0.0	2130
CP015498.1	CP015498.1_RagTag	93.111	1466	78	4	1249192	1250649	21246	22696	0.0	2126
CP015498.1	CP015498.1_RagTag	98.667	1200	13	3	751320	752516	48441	49640	0.0	2124
CP015498.1	CP015498.1_RagTag	92.955	1462	95	1	1249192	1250645	1699201	1697740	0.0	2122
CP015498.1	CP015498.1_RagTag	96.919	1266	38	1	752508	753773	616986	618250	0.0	2121
CP015498.1	CP015498.1_RagTag	99.653	1152	4	0	619587	620738	1675211	1674060	0.0	2106
CP015498.1	CP015498.1_RagTag	98.652	1187	14	2	751321	752507	1538732	1537548	0.0	2102
CP015498.1	CP015498.1_RagTag	99.395	1157	6	1	1974560	1975716	1674060	1675215	0.0	2097
